ChrPos,Strand,Name,LocalizationMetric_Vienna_ens,StartToBPStemMetric_Vienna_ens,BPToEndStemMetric_Vienna_ens,StartProtectionMetric_Vienna_ens,EndProtectionMetric_Vienna_ens,BPProtectionMetric_Vienna_ens,LocalizationMetric_RNAstructure_mfe,StartToBPStemMetric_RNAstructure_mfe,BPToEndStemMetric_RNAstructure_mfe,StartProtectionMetric_RNAstructure_mfe,EndProtectionMetric_RNAstructure_mfe,BPProtectionMetric_RNAstructure_mfe,ZipperStemStartMetric_RNAstructure_mfe,ZipperStemEndMetric_RNAstructure_mfe,LongestStemMetric_RNAstructure_mfe,NWJMetric_RNAstructure_mfe,MLDMetric_RNAstructure_mfe,ZipperStemStartMetric_Vienna_ens,ZipperStemEndMetric_Vienna_ens,LongestStemMetric_Vienna_ens,MLDMetric_Vienna_ens,LengthFeature
"('chrII', 393680, 394010)",+,NM_001178426.2,31.582,11.512925464970229,11.512925464970229,0.4985714285714283,0.4144285714285695,0.6784285714285636,32.0,0,0,0.4285714285714285,0.5714285714285714,0.7142857142857143,0.0,0.0,77,0,0.3393939393939394,0.0,0.0,23.886,0.24787878787878787,330
"('chrX', 435727, 435843)",+,NM_001181435.1,25.913,11.512925464970229,6.907755278982137,0.5135714285714255,0.5179999999999974,0.2965714285714271,26.0,0,0,0.5714285714285714,0.5714285714285714,0.1428571428571428,0.0,0.0,36,0,0.5344827586206896,-2.8000000000000003,0.0,28.67,0.4431034482758621,116
"('chrXVI', 624077, 624210)",+,NM_001184125.1,25.157,11.512925464970229,11.512925464970229,0.0657142857142858,0.6782857142857076,0.3035714285714292,19.0,0,0,0.4285714285714285,0.7142857142857143,0.1428571428571428,0.0,-9.5,28,0,0.3609022556390977,0.0,-9.5,13.639,0.3142857142857142,133
"('chrIII', 107691, 107787)",+,NM_001184518.1,26.484,6.907755278982137,1.305636458102436,0.4247142857142851,0.4964285714285703,0.2699999999999973,32.0,0,0,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.0,0.0,30,0,0.5520833333333334,0.0,-5.788235294117648,22.467,0.40104166666666663,96
"('chrIII', 107533, 107610)",+,NM_001184518.1,35.316,11.512925464970229,11.512925464970229,0.0761428571428571,0.8462857142857183,0.1928571428571411,37.0,0,0,0.0,0.8571428571428571,0.1428571428571428,0.0,0.0,14,0,0.5324675324675324,0.0,0.0,15.069,0.4792207792207792,77
"('chrXVI', 883887, 883986)",+,NM_001184525.1,26.941,1.3586791940869172,1.422958345491482,0.3728571428571426,0.4841428571428579,0.3734285714285722,7.0,-1,0,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.0,0.0,16,0,0.5454545454545454,-6.399999999999997,-4.6,16.195,0.43737373737373736,99
"('chrXIII', 425497, 425653)",+,NM_001182578.1,31.999,11.512925464970229,11.512925464970229,0.5059999999999996,0.0067142857142857,0.9618571428571429,32.0,0,0,0.4285714285714285,0.0,0.8571428571428571,0.0,0.0,47,0,0.4166666666666667,0.0,0.0,23.151,0.36538461538461536,156
"('chrVIII', 187014, 187176)",-,NM_001180027.1,26.301,11.512925464970229,2.2537949288246137,0.4160000000000016,0.185428571428571,0.0918571428571428,29.0,0,0,0.7142857142857143,0.0,0.1428571428571428,0.0,-3.8,18,0,0.5185185185185185,0.0,-4.459649122807019,13.264,0.38888888888888884,162
"('chrXIV', 545791, 545870)",+,NM_001182883.1,31.289,2.2072749131897207,5.115995809754082,0.5559999999999977,0.4694285714285701,0.1437142857142841,13.0,-1,0,0.7142857142857143,0.0,0.1428571428571428,0.0,0.0,10,0,0.569620253164557,0.0,0.0,16.294,0.4924050632911393,79
"('chrV', 308246, 308348)",+,NM_001184512.1,26.828,11.512925464970229,11.512925464970229,0.998714285714286,0.0024285714285714,0.2049999999999982,27.0,0,0,1.0,0.0,0.1428571428571428,0.0,0.0,31,0,0.5882352941176471,0.0,0.0,29.535,0.5019607843137255,102
"('chrIV', 714747, 714858)",-,NM_001180437.3,16.82,2.764620552590604,5.809142990314028,0.5442857142857159,0.4779999999999983,0.4237142857142835,18.0,0,0,0.7142857142857143,0.5714285714285714,0.8571428571428571,-9.7,0.0,29,1,0.5495495495495496,-9.026470588235286,0.0,13.596,0.35855855855855856,111
"('chrVII', 72488, 72637)",-,NM_001181091.1,33.06,6.907755278982137,11.512925464970229,0.4480000000000027,0.308142857142854,0.6095714285714243,29.0,0,0,0.4285714285714285,0.2857142857142857,0.7142857142857143,-5.8,-2.3,46,0,0.4093959731543624,-5.828205128205132,-2.831250000000002,17.835,0.3053691275167785,149
"('chrVIII', 498219, 498286)",-,NM_001184671.1,7.746,11.512925464970229,0.5499130124740376,0.7561428571428492,0.4011428571428563,0.4764285714285721,6.0,0,-1,1.0,0.5714285714285714,0.5714285714285714,0.0,0.0,20,0,0.417910447761194,0.0,0.0,14.365,0.3776119402985075,67
"('chrXIII', 98759, 98875)",-,NM_001182444.1,45.971,11.512925464970229,3.772261063052988,0.052,0.3874285714285693,0.3284285714285685,40.0,0,0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0,33,0,0.4655172413793103,0.0,0.0,33.124,0.4793103448275862,116
"('chrII', 171176, 171304)",+,NM_001178266.1,25.385,4.8283137373023015,3.324236340526028,0.2632857142857123,0.4929999999999966,0.6689999999999966,23.0,0,0,0.2857142857142857,0.5714285714285714,0.7142857142857143,-8.1,0.0,32,0,0.3359375,-7.661333333333337,-3.0,12.937,0.36640625,128
"('chrXIII', 22860, 23158)",-,NM_001182487.1,35.605,11.512925464970229,11.512925464970229,0.2507142857142859,0.6431428571428535,0.6149999999999977,32.0,0,0,0.0,0.7142857142857143,0.7142857142857143,0.0,-12.3,87,2,0.3825503355704698,-10.304545454545455,-13.588888888888881,25.772,0.2721476510067114,298
"('chrIV', 733202, 733275)",-,NM_001180446.3,20.06,11.512925464970229,11.512925464970229,0.1308571428571434,0.0890000000000002,0.2124285714285704,35.0,0,0,0.0,0.0,0.0,0.0,0.0,5,0,0.6575342465753424,0.0,0.0,6.693,0.5534246575342465,73
"('chrXIV', 380189, 380281)",-,NM_001182968.3,12.894,3.506557897319982,11.512925464970229,0.6597142857142784,0.2665714285714276,0.4467142857142881,13.0,0,0,0.7142857142857143,0.2857142857142857,0.4285714285714285,-6.1,0.0,12,0,0.5760869565217391,-6.095312500000006,0.0,10.815,0.4684782608695651,92
"('chrVII', 250386, 250586)",+,NM_001181002.1,43.093,11.512925464970229,11.512925464970229,0.505999999999998,0.0804285714285714,0.4685714285714261,35.0,0,0,0.8571428571428571,0.0,0.2857142857142857,0.0,-12.0,63,0,0.31,-6.59090909090909,-12.0,26.692,0.3205,200
"('chrIV', 399861, 399984)",+,NM_001180088.1,15.958,5.809142990314028,1.4146938356415886,0.5032857142857164,0.4055714285714291,0.6618571428571375,6.0,0,-1,0.4285714285714285,0.4285714285714285,0.7142857142857143,-11.6,0.0,28,0,0.5203252032520326,-10.0,0.0,15.573,0.36422764227642274,123
"('chrVII', 497437, 497499)",-,NM_001181130.3,11.631,0.0629397997738742,0.3566749439387324,0.6589999999999945,0.5189999999999956,0.6469999999999962,11.0,-1,-1,0.7142857142857143,0.2857142857142857,0.7142857142857143,0.0,0.0,9,0,0.5806451612903226,0.0,0.0,8.736,0.4870967741935484,62
"('chrI', 87887, 88000)",+,NM_001178175.1,31.864,11.512925464970229,11.512925464970229,0.168714285714285,0.6929999999999963,0.8557142857142892,32.0,0,0,0.0,0.7142857142857143,0.8571428571428571,0.0,-7.3,32,1,0.5221238938053098,0.0,-7.1573170731707325,22.942,0.3964601769911505,113
"('chrIV', 1319117, 1319197)",-,NM_001180732.1,19.351,11.512925464970229,11.512925464970229,0.3021428571428557,0.4282857142857136,0.6062857142857088,16.0,0,0,0.4285714285714285,0.2857142857142857,0.5714285714285714,0.0,0.0,17,0,0.6,0.0,0.0,10.563,0.40374999999999994,80
"('chrV', 433171, 433696)",+,NM_001179023.3,17.438,1.4961092271270973,0.2331938871677111,0.2649999999999977,0.6442857142857122,0.7388571428571411,34.0,0,-1,0.2857142857142857,0.7142857142857143,0.8571428571428571,0.0,0.0,110,0,0.2685714285714285,0.0,-3.0,23.713,0.19066666666666668,525
"('chrIV', 630405, 630673)",+,NM_001180400.3,64.768,11.512925464970229,11.512925464970229,0.556571428571427,0.6565714285714218,0.5814285714285662,66.0,0,0,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.0,-7.1,68,1,0.4067164179104477,0.0,-6.762000000000006,31.209,0.37910447761194027,268
"('chrV', 158494, 158587)",-,NM_001178894.1,19.505,11.512925464970229,1.760260802168684,0.4968571428571414,0.8267142857142831,0.5544285714285655,19.0,0,0,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.0,0.0,16,0,0.4731182795698925,-5.2,0.0,23.223,0.410752688172043,93
"('chrIII', 172615, 172698)",-,NM_001184315.1,37.891,11.512925464970229,11.512925464970229,0.0098571428571428,0.6358571428571385,0.6952857142857061,39.0,0,0,0.0,0.7142857142857143,0.7142857142857143,0.0,0.0,23,0,0.6506024096385542,0.0,0.0,20.949,0.5168674698795181,83
"('chrIX', 128161, 128648)",+,,7.994,11.512925464970229,0.0768810443359576,0.3724285714285723,0.6237142857142809,0.4075714285714293,4.0,0,-1,0.4285714285714285,0.7142857142857143,0.5714285714285714,0.0,-4.9,122,0,0.2258726899383983,0.0,-4.894117647058818,16.997,0.19589322381930185,487
"('chrV', 308456, 308567)",+,NM_001184512.1,32.641,11.512925464970229,0.0171461588349705,0.220285714285713,0.1094285714285718,0.9651428571428574,22.0,0,-1,0.4285714285714285,0.0,1.0,-2.6,0.0,20,0,0.5675675675675675,-2.485542168674697,0.0,14.358,0.5288288288288289,111
"('chrIV', 1319220, 1319316)",-,NM_001180732.1,46.802,4.199705077879927,3.170085660698769,0.0462857142857143,0.2162857142857127,0.3532857142857157,51.0,0,0,0.0,0.2857142857142857,0.4285714285714285,0.0,0.0,22,0,0.6145833333333334,0.0,-6.9,19.985,0.4854166666666667,96
"('chrVII', 496865, 496958)",-,NM_001181130.3,20.722,1.3019532126861395,2.2730262907525014,0.0782857142857142,0.131,0.7389999999999967,19.0,0,0,0.0,0.0,0.8571428571428571,-5.0,0.0,12,0,0.4516129032258064,-4.8125,-0.3,17.049,0.4537634408602151,93
"('chrXVI', 677693, 677779)",-,NM_001184160.1,7.147,0.002002002670673,1.2310014767138553,0.1295714285714278,0.2032857142857138,0.8798571428571448,8.0,-1,-1,0.0,0.5714285714285714,1.0,0.0,0.0,24,0,0.5697674418604651,0.0,-2.9000000000000004,22.518,0.41976744186046505,86
"('chrIV', 65806, 65877)",+,NM_001180279.1,19.583,3.036554268074246,4.074541934925921,0.4954285714285737,0.4702857142857133,0.3845714285714296,38.0,0,0,0.0,0.8571428571428571,0.2857142857142857,0.0,0.0,14,0,0.704225352112676,0.0,0.0,10.085,0.6084507042253521,71
"('chrV', 166271, 166374)",-,NM_001180857.3,17.007,11.512925464970229,11.512925464970229,0.6849999999999926,0.7002857142857054,0.4508571428571407,17.0,0,0,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.0,0.0,23,0,0.5533980582524272,0.0,0.0,16.029,0.43203883495145623,103
"('chrXI', 83498, 83574)",+,NM_001179756.1,22.605,11.512925464970229,11.512925464970229,0.0197142857142857,0.0205714285714285,0.5754285714285655,23.0,0,0,0.0,0.0,0.5714285714285714,0.0,0.0,19,0,0.5394736842105263,0.0,0.0,18.565,0.5118421052631579,76
"('chrIV', 338024, 338134)",+,NM_001180123.1,25.548,5.521460917862246,3.079113882493042,0.7409999999999952,0.1671428571428573,0.4041428571428537,26.0,0,0,0.7142857142857143,0.0,0.7142857142857143,-1.4,0.0,26,1,0.509090909090909,-1.6022988505747147,-3.6,10.217,0.3745454545454546,110
"('chrIV', 430886, 430972)",-,NM_001180071.1,20.665,5.521460917862246,11.512925464970229,0.0454285714285714,0.3682857142857126,0.4845714285714311,22.0,0,0,0.0,0.2857142857142857,0.4285714285714285,0.0,0.0,17,1,0.4069767441860465,0.0,-4.1000000000000005,8.06,0.36395348837209296,86
"('chrII', 462929, 462999)",+,NM_001184520.1,14.643,0.4034671054454912,11.512925464970229,0.0839999999999999,0.0905714285714286,0.434285714285714,13.0,-1,0,0.0,0.0,0.2857142857142857,0.0,0.0,9,0,0.6428571428571429,0.0,0.0,10.648,0.49857142857142867,70
"('chrVII', 544138, 544221)",+,NM_001181158.3,20.337,0.7571525105358577,11.512925464970229,0.5665714285714264,0.4344285714285721,0.085,26.0,0,0,0.2857142857142857,0.4285714285714285,0.0,0.0,0.0,14,0,0.4939759036144578,0.0,0.0,12.394,0.3975903614457831,83
"('chrII', 125654, 125770)",+,NM_001178290.1,25.144,11.512925464970229,11.512925464970229,0.8091428571428563,0.0052857142857142,0.6064285714285708,26.0,0,0,0.8571428571428571,0.0,0.4285714285714285,0.0,0.0,27,0,0.4655172413793103,-12.490909090909092,0.0,11.735,0.37413793103448273,116
"('chrVII', 858760, 858973)",-,NM_001181312.1,22.369,11.512925464970229,3.575550768806933,0.7700000000000017,0.1494285714285715,0.6019999999999959,27.0,0,0,0.2857142857142857,1.0,0.7142857142857143,0.0,0.0,47,0,0.4460093896713615,0.0,0.0,18.265,0.3061032863849765,213
"('chrVI', 202792, 202886)",-,NM_001180865.3,20.359,11.512925464970229,11.512925464970229,0.438428571428572,0.2884285714285721,0.4814285714285732,17.0,0,0,0.4285714285714285,0.0,0.4285714285714285,0.0,0.0,26,0,0.5212765957446809,0.0,0.0,17.915,0.475531914893617,94
"('chrVIII', 130028, 130147)",+,NM_001179142.1,39.847,11.512925464970229,11.512925464970229,0.6514285714285684,0.7242857142857121,0.1428571428571412,42.0,0,0,0.7142857142857143,0.8571428571428571,0.1428571428571428,-5.0,0.0,24,0,0.5210084033613446,-4.275824175824178,0.0,22.371,0.4151260504201681,119
"('chrXIV', 501656, 502002)",+,,14.506,1.4653375684603434,0.6733445532637656,0.4017142857142861,0.3312857142857141,0.7104285714285666,4.0,-1,-1,0.8571428571428571,0.5714285714285714,0.7142857142857143,0.0,0.0,87,1,0.3757225433526011,-8.9,0.0,21.751,0.23872832369942198,346
"('chrII', 426016, 426373)",-,NM_001178438.4,22.385,3.101092789211817,11.512925464970229,0.3258571428571427,0.7871428571428581,0.6322857142857102,9.0,-1,0,0.7142857142857143,0.0,0.1428571428571428,0.0,0.0,92,0,0.2633053221288515,0.0,0.0,29.168,0.2635854341736694,357
"('chrX', 171932, 172252)",-,,19.907,1.9449106487222296,6.214608098422191,0.5051428571428586,0.4550000000000002,0.6212857142857144,14.0,0,0,0.7142857142857143,0.0,1.0,0.0,0.0,101,0,0.303125,0.0,0.0,37.443,0.3203125,320
"('chrV', 148694, 148782)",+,NM_001178818.1,25.173,2.796881414808826,11.512925464970229,0.2837142857142856,0.3067142857142858,0.5892857142857091,27.0,0,0,0.0,0.2857142857142857,0.5714285714285714,0.0,0.0,9,0,0.3863636363636363,0.0,0.0,13.726,0.40568181818181814,88
"('chrIV', 1266269, 1266361)",-,NM_001180705.1,20.937,5.298317366548036,11.512925464970229,0.5358571428571411,0.1401428571428571,0.5037142857142853,17.0,0,0,0.5714285714285714,0.0,0.4285714285714285,0.0,0.0,15,1,0.4891304347826087,0.0,-1.1,8.922,0.4108695652173913,92
"('chrII', 142249, 142346)",-,NM_001178280.1,30.435,4.509860006183766,11.512925464970229,0.4175714285714291,0.1848571428571409,0.8450000000000035,28.0,0,0,0.7142857142857143,0.1428571428571428,0.8571428571428571,-3.4,0.0,14,0,0.5051546391752577,-3.3999999999999995,0.0,14.305,0.4484536082474227,97
"('chrX', 366284, 366402)",+,,40.511,11.512925464970229,11.512925464970229,0.0095714285714285,0.2634285714285722,0.0074285714285714,41.0,0,0,0.0,0.5714285714285714,0.0,-5.8,0.0,21,1,0.5338983050847458,-5.793103448275869,0.0,9.682,0.3567796610169492,118
"('chrXIII', 518063, 518385)",+,NM_001182626.1,37.104,11.512925464970229,11.512925464970229,0.5955714285714262,0.1960000000000001,0.6879999999999923,51.0,0,0,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.0,0.0,84,0,0.3944099378881988,0.0,-4.675000000000002,29.283,0.2785714285714286,322
"('chrIII', 294439, 294493)",+,NM_001178804.1,10.749,11.512925464970229,11.512925464970229,0.6799999999999996,0.536857142857139,0.7654285714285717,8.0,0,0,0.8571428571428571,0.5714285714285714,0.8571428571428571,0.0,0.0,17,0,0.6111111111111112,0.0,0.0,15.796,0.4685185185185185,54
"('chrXIII', 338317, 338403)",+,NM_001182530.1,15.916,2.764620552590604,11.512925464970229,0.2664285714285724,0.1527142857142857,0.3965714285714298,5.0,0,0,0.5714285714285714,0.0,0.4285714285714285,0.0,0.0,15,0,0.4767441860465116,-2.225,0.0,14.717,0.46395348837209305,86
"('chrII', 109920, 110005)",-,NM_001184440.1,18.921,5.809142990314028,6.214608098422191,0.5118571428571403,0.1470000000000002,0.4651428571428564,17.0,0,0,0.5714285714285714,0.0,0.2857142857142857,0.0,0.0,20,0,0.5647058823529412,0.0,0.0,14.94,0.47058823529411764,85
"('chrII', 185852, 185927)",-,NM_001178258.1,22.334,11.512925464970229,11.512925464970229,0.5085714285714267,0.1659999999999997,0.4538571428571454,20.0,0,0,0.5714285714285714,0.0,0.4285714285714285,0.0,0.0,6,0,0.6,0.0,0.0,7.221,0.4853333333333333,75
"('chrXIII', 720698, 720845)",-,NM_001182732.1,20.996,5.809142990314028,0.5942072327050416,0.5802857142857087,0.2341428571428567,0.5958571428571385,14.0,0,0,0.5714285714285714,0.0,0.5714285714285714,-11.7,0.0,31,0,0.564625850340136,-11.677906976744204,-2.292105263157893,11.087,0.336734693877551,147
"('chrXIII', 855316, 855398)",+,NM_001182800.1,15.264,1.8904754421672127,1.760260802168684,0.6019999999999991,0.170714285714286,0.2699999999999989,16.0,0,0,0.5714285714285714,0.0,0.1428571428571428,0.0,0.0,9,0,0.6951219512195121,0.0,0.0,11.233,0.4560975609756097,82
"('chrXIV', 351457, 351553)",+,NM_001182985.1,34.13,5.298317366548036,4.961845129926823,0.0995714285714283,0.9395714285714308,0.0770000000000001,34.0,0,0,0.1428571428571428,1.0,0.0,0.0,0.0,19,0,0.5104166666666666,0.0,-1.8,10.709,0.39062499999999994,96
"('chrVIII', 355364, 355455)",+,NM_001179253.1,7.651,0.0040080213975388,6.907755278982137,0.3129999999999975,0.0598571428571432,0.7557142857142857,10.0,-1,0,0.1428571428571428,0.0,0.8571428571428571,0.0,0.0,13,0,0.4395604395604395,0.0,-5.422222222222219,15.956,0.4010989010989011,91
"('chrVII', 62631, 62689)",+,NM_001181098.1,21.044,1.851509473633829,6.214608098422191,0.4039999999999987,0.4432857142857152,0.7625714285714271,10.0,-1,0,1.0,0.7142857142857143,0.5714285714285714,0.0,0.0,10,0,0.5689655172413793,0.0,0.0,14.101,0.4931034482758621,58
"('chrXIII', 237091, 237453)",+,NM_001182375.1,46.71,11.512925464970229,11.512925464970229,0.2094285714285709,0.6834285714285716,0.7478571428571443,58.0,0,0,0.1428571428571428,0.7142857142857143,1.0,0.0,-10.1,87,0,0.2679558011049723,0.0,-10.701999999999993,24.588,0.25939226519337016,362
"('chrXVI', 728885, 728981)",-,NM_001184195.1,22.767,4.8283137373023015,6.214608098422191,0.5828571428571409,0.2381428571428557,0.3882857142857139,26.0,0,0,0.2857142857142857,0.1428571428571428,0.7142857142857143,0.0,0.0,25,0,0.5729166666666666,0.0,0.0,18.566,0.4552083333333334,96
"('chrXIV', 623444, 623786)",+,NM_001182843.1,25.572,11.512925464970229,11.512925464970229,0.1684285714285712,0.4642857142857132,0.2245714285714275,29.0,0,0,0.1428571428571428,0.2857142857142857,0.0,0.0,0.0,59,0,0.3684210526315789,0.0,0.0,25.172,0.2722222222222222,342
"('chrII', 462709, 462789)",+,NM_001184520.1,21.805,4.509860006183766,11.512925464970229,0.8411428571428606,0.2797142857142829,0.4225714285714272,24.0,0,0,0.8571428571428571,0.2857142857142857,0.0,0.0,0.0,15,0,0.775,0.0,0.0,16.886,0.475,80
"('chrVII', 346308, 346393)",-,NM_001180952.1,16.467,0.7528971849657193,1.305636458102436,0.2901428571428576,0.2677142857142861,0.3082857142857138,14.0,-1,0,0.0,0.0,0.4285714285714285,0.0,0.0,10,0,0.5058823529411764,0.0,-4.125806451612907,9.03,0.4647058823529412,85
"('chrIV', 457517, 457597)",-,NM_001180313.1,38.307,11.512925464970229,6.214608098422191,0.0307142857142857,0.3428571428571409,0.5634285714285653,41.0,0,0,0.0,0.2857142857142857,0.5714285714285714,0.0,0.0,20,0,0.575,0.0,0.0,20.77,0.53,80
"('chrIX', 48198, 48260)",+,NM_001184521.1,14.557,3.146555163288575,0.7402387880937958,0.0957142857142861,0.3711428571428573,0.4368571428571446,15.0,0,-1,0.0,0.5714285714285714,0.4285714285714285,0.0,0.0,9,0,0.532258064516129,0.0,0.0,10.081,0.4596774193548388,62
"('chrXIII', 139590, 139683)",-,NM_001182426.1,13.562,0.20089294237939,5.298317366548036,0.1308571428571426,0.0802857142857144,0.752857142857141,13.0,-1,0,0.0,0.0,0.8571428571428571,0.0,0.0,18,0,0.5053763440860215,0.0,0.0,19.786,0.3946236559139785,93
"('chrXI', 438337, 438405)",+,NM_001179568.1,28.005,4.961845129926823,3.816712825623821,0.1722857142857139,0.3232857142857136,0.3682857142857121,36.0,0,0,0.0,0.4285714285714285,0.2857142857142857,0.0,0.0,16,0,0.6617647058823529,0.0,0.0,13.2,0.538235294117647,68
"('chrVIII', 251655, 251748)",+,NM_001179206.1,17.195,11.512925464970229,6.907755278982137,0.4547142857142876,0.0814285714285716,0.5047142857142883,9.0,0,0,0.7142857142857143,0.0,0.4285714285714285,0.0,0.0,12,0,0.5161290322580645,0.0,0.0,14.701,0.4408602150537635,93
"('chrXII', 326758, 326899)",-,NM_001181980.1,14.828,11.512925464970229,11.512925464970229,0.8054285714285714,0.6472857142857082,0.867428571428572,14.0,0,0,0.8571428571428571,0.7142857142857143,0.8571428571428571,-9.9,-4.8,40,0,0.375886524822695,-10.167010309278343,-4.800000000000005,11.957,0.2765957446808511,141
"('chrXVI', 582058, 582201)",-,NM_001184689.1,23.659,4.268697949366879,11.512925464970229,0.1774285714285716,0.6348571428571387,0.6832857142857081,23.0,0,0,0.0,0.5714285714285714,0.7142857142857143,-10.7,0.0,23,0,0.4475524475524475,-11.565306122448979,0.0,13.399,0.334965034965035,143
"('chrX', 49768, 49911)",-,NM_001181639.1,27.033,11.512925464970229,11.512925464970229,0.7755714285714258,0.002,0.4648571428571443,12.0,0,0,0.8571428571428571,0.0,0.2857142857142857,0.0,0.0,42,0,0.4405594405594406,0.0,-6.243678160919541,12.09,0.3608391608391609,143
"('chrX', 395993, 396070)",-,NM_001181458.3,11.641,0.8556661100577202,1.2694006096483912,0.5408571428571393,0.3541428571428562,0.3408571428571423,13.0,0,0,0.5714285714285714,0.0,0.0,0.0,0.0,12,0,0.5064935064935064,0.0,-4.2,13.847,0.42467532467532465,77
"('chrXI', 429955, 430096)",-,NM_001180028.3,25.591,3.352407217492724,11.512925464970229,0.1194285714285716,0.402857142857141,0.3294285714285718,32.0,0,0,0.0,0.8571428571428571,0.5714285714285714,0.0,-8.2,16,0,0.3617021276595745,-5.5,-7.0397959183673535,12.807,0.3765957446808511,141
"('chrXVI', 305806, 305911)",+,NM_001183943.1,29.786,11.512925464970229,11.512925464970229,0.2648571428571424,0.7299999999999915,0.6517142857142806,43.0,0,0,0.0,0.7142857142857143,0.7142857142857143,0.0,0.0,8,0,0.5904761904761905,-5.700000000000002,0.0,7.182,0.49142857142857144,105
"('chrXIV', 48793, 48901)",+,NM_001183150.1,15.388,0.4079682383262829,2.364460496712133,0.2724285714285693,0.6175714285714257,0.7765714285714315,14.0,-1,0,0.2857142857142857,0.7142857142857143,0.8571428571428571,-3.6,0.0,18,0,0.5555555555555556,-3.5351851851851817,-4.6,14.531,0.4666666666666666,108
