ChrPos,Strand,Name,ZipperStemMetric_Vienna_mfe,LocalizationMetric_Vienna_mfe,StartToBPStemMetric_Vienna_mfe,BPToEndStemMetric_Vienna_mfe,StartProtectionMetric_Vienna_mfe,EndProtectionMetric_Vienna_mfe,BPProtectionMetric_Vienna_mfe
"('chrIV', 399361, 399484)",+,NM_001180088.1,20.0,39.0,0,0,0.0,0.0,0.5714285714285714
"('chrVII', 497937, 497999)",-,NM_001181130.3,20.0,18.0,0,0,0.42857142857142855,0.2857142857142857,0.8571428571428571
"('chrI', 87387, 87500)",+,NM_001178175.1,20.0,7.0,-1,-1,0.14285714285714285,0.14285714285714285,0.5714285714285714
"('chrIV', 1319617, 1319697)",-,NM_001180732.1,20.0,10.0,-1,0,0.0,0.0,1.0
"('chrV', 432671, 433196)",+,NM_001179023.3,20.0,25.0,0,0,0.8571428571428571,0.0,0.14285714285714285
"('chrIV', 629905, 630173)",+,NM_001180400.3,-7.9,25.0,0,0,0.42857142857142855,0.42857142857142855,0.0
"('chrIII', 173115, 173198)",-,NM_001184315.1,20.0,35.0,0,0,0.0,0.0,0.14285714285714285
"('chrV', 307956, 308067)",+,NM_001184512.1,20.0,46.0,0,0,0.0,0.8571428571428571,0.5714285714285714
"('chrIV', 1319720, 1319816)",-,NM_001180732.1,20.0,11.0,-1,-1,0.2857142857142857,0.42857142857142855,0.0
"('chrVII', 497365, 497458)",-,NM_001181130.3,20.0,29.0,0,0,0.0,0.0,0.14285714285714285
"('chrXVI', 678193, 678279)",-,NM_001184160.1,20.0,38.0,0,0,0.0,0.5714285714285714,0.0
"('chrIV', 65306, 65377)",+,NM_001180279.1,20.0,26.0,0,0,0.0,0.0,0.2857142857142857
"('chrV', 166771, 166874)",-,NM_001180857.3,-8.2,22.0,0,0,0.0,0.42857142857142855,1.0
"('chrXI', 82998, 83074)",+,NM_001179756.1,20.0,12.0,-1,0,0.42857142857142855,0.0,0.0
"('chrIV', 337524, 337634)",+,NM_001180123.1,20.0,13.0,0,0,0.42857142857142855,0.42857142857142855,0.5714285714285714
"('chrIV', 431386, 431472)",-,NM_001180071.1,20.0,16.0,-1,0,0.14285714285714285,0.7142857142857143,0.5714285714285714
"('chrII', 462429, 462499)",+,NM_001184520.1,20.0,43.0,0,0,0.0,0.5714285714285714,0.0
"('chrII', 125154, 125270)",+,NM_001178290.1,20.0,31.0,0,-1,0.0,1.0,0.2857142857142857
"('chrVII', 859260, 859473)",-,NM_001181312.1,20.0,23.0,0,0,0.5714285714285714,0.0,0.7142857142857143
"('chrVI', 203292, 203386)",-,NM_001180865.3,20.0,29.0,0,0,0.7142857142857143,0.7142857142857143,0.14285714285714285
"('chrVIII', 129528, 129647)",+,NM_001179142.1,-5.5,31.0,0,0,0.0,0.0,0.5714285714285714
"('chrII', 426516, 426873)",-,NM_001178438.4,20.0,8.0,0,0,0.8571428571428571,0.42857142857142855,0.7142857142857143
"('chrV', 148194, 148282)",+,NM_001178818.1,0.0,33.0,0,0,0.5714285714285714,0.5714285714285714,0.2857142857142857
"('chrIV', 1266769, 1266861)",-,NM_001180705.1,20.0,24.0,0,0,0.7142857142857143,0.0,0.7142857142857143
"('chrII', 142749, 142846)",-,NM_001178280.1,20.0,25.0,0,0,0.42857142857142855,0.0,0.7142857142857143
"('chrX', 365784, 365902)",+,NM_001181474.3,20.0,25.0,0,0,0.5714285714285714,0.0,0.5714285714285714
"('chrXIII', 517563, 517885)",+,NM_001182626.1,20.0,41.0,0,0,0.5714285714285714,0.0,1.0
"('chrIII', 293939, 293993)",+,NM_001178804.1,20.0,2.0,0,0,0.7142857142857143,0.0,0.7142857142857143
"('chrXIII', 337817, 337903)",+,NM_001182530.1,20.0,11.0,0,0,0.7142857142857143,0.2857142857142857,0.5714285714285714
"('chrII', 110420, 110505)",-,NM_001184440.1,20.0,15.0,0,0,0.7142857142857143,0.5714285714285714,0.5714285714285714
"('chrII', 186352, 186427)",-,NM_001178258.1,20.0,7.0,-1,-1,0.2857142857142857,0.7142857142857143,0.8571428571428571
"('chrXIII', 721198, 721345)",-,NM_001182732.1,-5.2,28.0,0,0,0.5714285714285714,0.42857142857142855,0.42857142857142855
"('chrXIII', 854816, 854898)",+,NM_001182800.1,20.0,26.0,0,-1,0.0,0.7142857142857143,0.0
"('chrXIV', 350957, 351053)",+,NM_001182985.1,20.0,34.0,0,0,0.0,0.5714285714285714,0.7142857142857143
"('chrVIII', 354864, 354955)",+,NM_001179253.1,20.0,17.0,-1,0,1.0,0.0,0.2857142857142857
"('chrVII', 62131, 62189)",+,NM_001181098.1,20.0,10.0,0,0,0.7142857142857143,0.0,0.7142857142857143
"('chrVII', 346808, 346893)",-,NM_001180952.1,20.0,5.0,-1,0,0.2857142857142857,0.2857142857142857,0.5714285714285714
"('chrIV', 458017, 458097)",-,NM_001180313.1,20.0,11.0,-1,0,0.2857142857142857,0.0,0.7142857142857143
"('chrIX', 47698, 47760)",+,NM_001184521.1,20.0,23.0,0,0,0.2857142857142857,0.0,0.42857142857142855
"('chrXI', 437837, 437905)",+,NM_001179568.1,20.0,15.0,-1,-1,0.0,0.14285714285714285,0.7142857142857143
"('chrXVI', 582558, 582701)",-,NM_001184689.1,20.0,28.0,0,0,0.0,0.14285714285714285,0.5714285714285714
"('chrX', 50268, 50411)",-,NM_001181639.1,20.0,7.0,-1,0,0.8571428571428571,0.0,0.2857142857142857
"('chrX', 396493, 396570)",-,NM_001181458.3,20.0,39.0,0,0,0.0,0.0,0.5714285714285714
"('chrXI', 430455, 430596)",-,NM_001180028.3,-2.2,30.0,0,-1,0.42857142857142855,0.5714285714285714,0.14285714285714285
"('chrXVI', 305306, 305411)",+,NM_001183943.1,20.0,27.0,0,0,0.5714285714285714,0.7142857142857143,0.0
"('chrXIV', 48293, 48401)",+,NM_001183150.1,-7.2,8.0,0,0,0.7142857142857143,0.8571428571428571,0.7142857142857143
"('chrIX', 348363, 348494)",-,NM_001179354.3,20.0,23.0,0,0,0.42857142857142855,0.0,0.8571428571428571
"('chrXIII', 225239, 225338)",-,NM_001182383.1,-5.2,26.0,0,0,0.0,0.42857142857142855,0.2857142857142857
"('chrXI', 447706, 447810)",-,NM_001179794.3,-1.6,11.0,0,0,0.5714285714285714,0.14285714285714285,0.42857142857142855
"('chrXIV', 557610, 557684)",+,NM_001182877.1,20.0,20.0,0,0,0.0,0.5714285714285714,0.8571428571428571
"('chrIV', 1212877, 1212978)",+,NM_001180675.1,20.0,13.0,0,0,1.0,0.0,0.8571428571428571
"('chrXVI', 492918, 493020)",-,NM_001183845.1,20.0,39.0,0,0,0.14285714285714285,0.14285714285714285,0.7142857142857143
"('chrXIV', 185491, 185586)",+,NM_001183084.1,-1.2,27.0,0,0,0.0,0.42857142857142855,0.8571428571428571
"('chrXII', 694382, 694472)",+,NM_001182162.1,-0.8,23.0,0,0,0.0,0.0,0.14285714285714285
"('chrXIII', 82290, 82373)",+,NM_001182453.1,20.0,37.0,0,0,0.0,0.0,0.8571428571428571
"('chrII', 110879, 110948)",+,NM_001178299.1,20.0,24.0,0,0,0.0,0.7142857142857143,0.42857142857142855
"('chrVIII', 255637, 255750)",-,NM_001179207.1,20.0,34.0,0,0,0.0,0.8571428571428571,0.14285714285714285
"('chrVI', 63859, 63973)",-,NM_001179931.1,20.0,30.0,0,0,0.0,0.5714285714285714,0.5714285714285714
"('chrXIV', 145149, 145254)",-,NM_001183103.1,20.0,42.0,0,0,0.0,0.2857142857142857,0.8571428571428571
"('chrII', 691968, 692133)",+,NM_001178585.1,-5.3,39.0,0,0,0.0,0.7142857142857143,0.8571428571428571
"('chrXII', 286467, 286556)",-,NM_001181965.1,20.0,15.0,0,0,0.0,0.0,0.5714285714285714
"('chrXIII', 206097, 206203)",+,NM_001182394.1,20.0,25.0,0,0,0.0,0.0,0.42857142857142855
"('chrI', 151006, 151096)",-,NM_001178148.1,0.0,9.0,0,0,0.7142857142857143,0.0,0.0
"('chrIV', 1073312, 1073401)",-,NM_001180613.1,20.0,25.0,0,0,0.7142857142857143,0.0,0.5714285714285714
"('chrXI', 155271, 155654)",+,NM_001179723.2,20.0,1.0,-1,0,0.8571428571428571,0.0,0.7142857142857143
"('chrVIII', 315771, 315858)",-,NM_001179231.1,20.0,29.0,0,0,0.2857142857142857,0.42857142857142855,0.7142857142857143
"('chrII', 479345, 479434)",+,NM_001178467.1,20.0,16.0,0,0,0.2857142857142857,0.0,0.0
"('chrIII', 101633, 101700)",-,NM_001184672.1,20.0,27.0,0,0,0.0,0.8571428571428571,0.8571428571428571
"('chrIII', 294239, 294291)",+,NM_001178804.1,20.0,8.0,0,0,0.7142857142857143,0.0,0.42857142857142855
"('chrXIV', 534874, 534965)",-,NM_001182889.3,20.0,22.0,0,0,0.5714285714285714,0.14285714285714285,0.0
"('chrV', 348201, 348276)",-,NM_001180860.1,20.0,23.0,-1,0,0.0,0.2857142857142857,0.5714285714285714
"('chrVIII', 298360, 298484)",-,NM_001179227.1,20.0,19.0,0,0,0.0,0.5714285714285714,0.42857142857142855
"('chrXII', 987141, 987212)",+,NM_001182314.1,20.0,10.0,0,0,0.2857142857142857,0.0,0.7142857142857143
"('chrXIII', 211440, 211570)",+,NM_001182391.1,-3.6,18.0,0,-1,0.7142857142857143,0.42857142857142855,0.42857142857142855
"('chrXIII', 211444, 211570)",+,NM_001182391.1,20.0,55.0,0,0,0.0,0.0,0.0
"('chrXIII', 666933, 667017)",-,NM_001182708.1,20.0,27.0,0,0,0.0,0.42857142857142855,0.42857142857142855
"('chrXVI', 345444, 345596)",-,NM_001183923.1,-7.2,21.0,0,0,0.0,0.0,0.42857142857142855
"('chrIV', 267725, 267806)",+,NM_001180167.1,20.0,30.0,0,0,0.5714285714285714,0.5714285714285714,0.0
"('chrXVI', 218646, 218746)",+,NM_001183989.1,20.0,14.0,0,0,0.2857142857142857,0.5714285714285714,0.42857142857142855
"('chrXII', 744153, 744287)",+,NM_001182194.1,20.0,21.0,0,0,0.8571428571428571,0.5714285714285714,0.5714285714285714
"('chrXII', 398532, 398626)",+,NM_001182015.1,20.0,34.0,0,0,0.8571428571428571,0.0,0.42857142857142855
"('chrXIV', 366035, 366157)",+,NM_001184519.1,20.0,3.0,-1,-1,1.0,0.42857142857142855,0.8571428571428571
"('chrXIII', 559782, 559870)",+,NM_001182649.1,20.0,44.0,0,0,0.0,0.0,0.0
"('chrX', 469183, 469263)",-,NM_001181679.1,-1.3,15.0,0,0,0.42857142857142855,0.5714285714285714,0.7142857142857143
"('chrVII', 436312, 436374)",+,NM_001180898.2,20.0,5.0,0,0,0.8571428571428571,0.0,0.7142857142857143
"('chrXVI', 412888, 412995)",+,NM_001183889.1,20.0,34.0,0,0,0.7142857142857143,0.7142857142857143,0.2857142857142857
"('chrIV', 1319617, 1319816)",-,NM_001180732.1,20.0,37.0,0,0,0.0,0.7142857142857143,0.7142857142857143
"('chrXII', 786615, 786712)",+,NM_001182218.1,20.0,7.0,-1,0,0.5714285714285714,0.42857142857142855,0.14285714285714285
"('chrIII', 107033, 107287)",+,NM_001184518.1,20.0,44.0,0,0,0.14285714285714285,0.14285714285714285,0.5714285714285714
"('chrVII', 946327, 946420)",+,NM_001181354.3,0.0,38.0,0,0,0.0,0.0,0.0
"('chrII', 462209, 462499)",+,NM_001184520.1,20.0,7.0,-1,-1,0.2857142857142857,0.42857142857142855,0.42857142857142855
"('chrVII', 435679, 435749)",+,NM_001180898.2,20.0,16.0,-1,-1,0.5714285714285714,0.0,0.0
"('chrV', 239623, 239711)",-,NM_001180023.1,20.0,8.0,-1,-1,0.7142857142857143,0.8571428571428571,0.0
"('chrI', 142253, 142619)",+,NM_001178150.1,20.0,36.0,0,0,0.8571428571428571,0.8571428571428571,0.42857142857142855
"('chrXV', 867149, 867586)",+,NM_001183712.1,20.0,37.0,0,0,0.0,0.8571428571428571,0.0
"('chrVII', 311015, 311526)",+,NM_001180968.1,-3.7,6.0,0,-1,0.42857142857142855,0.7142857142857143,0.42857142857142855
"('chrIV', 322282, 322703)",+,NM_001180134.1,20.0,31.0,0,0,0.8571428571428571,0.7142857142857143,0.2857142857142857
"('chrXVI', 654167, 654570)",+,NM_001184140.1,20.0,14.0,-1,0,0.14285714285714285,0.2857142857142857,0.8571428571428571
"('chrIV', 491559, 491898)",+,NM_001180333.3,20.0,19.0,0,0,0.14285714285714285,0.8571428571428571,0.5714285714285714
"('chrXIII', 732465, 732875)",+,NM_001182737.1,20.0,51.0,0,0,0.0,0.8571428571428571,0.42857142857142855
"('chrV', 269751, 270148)",-,NM_001180036.1,20.0,47.0,0,0,0.0,0.7142857142857143,0.8571428571428571
"('chrIX', 256554, 257026)",-,NM_001179402.1,20.0,9.0,0,-1,0.5714285714285714,0.42857142857142855,0.2857142857142857
"('chrXV', 80360, 80774)",+,NM_001183381.1,20.0,31.0,0,0,0.7142857142857143,0.0,0.5714285714285714
"('chrXVI', 282140, 282665)",+,NM_001183957.1,20.0,55.0,0,0,0.0,0.5714285714285714,0.7142857142857143
"('chrVIII', 148116, 148666)",-,NM_001179151.1,20.0,52.0,0,0,0.5714285714285714,0.0,0.7142857142857143
"('chrVII', 364964, 365432)",-,NM_001180941.1,20.0,17.0,0,0,1.0,0.0,0.42857142857142855
"('chrX', 702798, 703054)",-,NM_001181803.3,20.0,31.0,0,0,0.0,1.0,0.7142857142857143
"('chrX', 75938, 76324)",+,NM_001181622.1,20.0,56.0,0,0,0.7142857142857143,0.42857142857142855,0.8571428571428571
"('chrIX', 316771, 317171)",+,NM_001179368.1,20.0,25.0,0,0,0.7142857142857143,0.0,0.5714285714285714
"('chrIV', 1450457, 1450846)",-,NM_001180808.1,20.0,30.0,0,0,1.0,0.0,0.0
"('chrXIII', 499878, 500151)",-,NM_001182616.1,20.0,23.0,0,0,0.5714285714285714,0.42857142857142855,0.8571428571428571
"('chrVII', 439093, 439323)",+,NM_001180895.1,20.0,49.0,0,0,0.0,0.7142857142857143,0.8571428571428571
"('chrVII', 555830, 556307)",+,NM_001181163.1,20.0,24.0,0,0,0.42857142857142855,0.7142857142857143,0.8571428571428571
"('chrXIII', 223380, 223781)",-,NM_001182384.1,20.0,41.0,0,0,0.5714285714285714,0.8571428571428571,0.5714285714285714
"('chrXIII', 225891, 226289)",+,NM_001182382.1,20.0,73.0,0,0,0.0,0.42857142857142855,1.0
"('chrXVI', 795029, 795394)",+,NM_001184229.1,20.0,35.0,0,0,0.8571428571428571,0.0,0.5714285714285714
"('chrVII', 920664, 921119)",+,NM_001181343.1,20.0,29.0,0,-1,0.8571428571428571,0.2857142857142857,0.5714285714285714
"('chrIV', 1359969, 1360404)",+,NM_001180758.1,20.0,47.0,0,0,0.7142857142857143,0.8571428571428571,0.5714285714285714
"('chrXII', 263205, 263594)",+,NM_001181948.1,20.0,43.0,0,0,0.0,0.7142857142857143,0.2857142857142857
"('chrIII', 177906, 178213)",-,NM_001178745.1,20.0,79.0,0,0,0.0,0.42857142857142855,0.0
"('chrIV', 307333, 307765)",-,NM_001180142.1,20.0,31.0,0,0,0.7142857142857143,0.0,0.5714285714285714
"('chrXIV', 494524, 494973)",-,NM_001182907.1,20.0,14.0,0,0,0.2857142857142857,0.42857142857142855,0.7142857142857143
"('chrVIII', 505247, 505516)",-,NM_001179334.1,20.0,27.0,0,0,0.5714285714285714,0.0,0.7142857142857143
"('chrVII', 727038, 727357)",+,NM_001181247.3,-3.4,15.0,-1,0,0.0,0.0,0.0
"('chrX', 156789, 157249)",-,NM_001181569.1,20.0,8.0,-1,-1,0.42857142857142855,0.7142857142857143,0.42857142857142855
"('chrII', 332875, 333386)",+,NM_001178396.1,20.0,16.0,0,0,0.7142857142857143,0.7142857142857143,0.42857142857142855
"('chrXI', 109577, 109883)",+,NM_001179746.1,20.0,19.0,0,0,0.0,0.0,0.7142857142857143
"('chrXI', 432034, 432432)",+,NM_001179572.1,20.0,35.0,0,0,0.42857142857142855,0.0,0.14285714285714285
"('chrV', 396810, 397281)",+,NM_001179007.3,20.0,53.0,0,0,0.5714285714285714,0.0,0.5714285714285714
"('chrIV', 230019, 230320)",+,NM_001180189.1,20.0,34.0,0,0,0.0,0.7142857142857143,0.8571428571428571
"('chrX', 91094, 91411)",+,NM_001181610.1,20.0,44.0,0,0,0.5714285714285714,0.2857142857142857,0.42857142857142855
"('chrVIII', 126551, 127112)",+,NM_001179140.1,20.0,30.0,0,0,0.0,0.42857142857142855,0.8571428571428571
"('chrXIV', 62372, 62923)",-,NM_001183140.1,20.0,31.0,0,0,0.7142857142857143,0.42857142857142855,0.7142857142857143
"('chrXV', 505937, 506338)",+,NM_001183515.1,20.0,37.0,0,0,0.0,0.5714285714285714,0.8571428571428571
"('chrIX', 99095, 99385)",-,NM_001179481.1,20.0,57.0,0,0,0.0,0.5714285714285714,0.0
"('chrXVI', 75985, 76223)",-,NM_001184312.1,20.0,28.0,0,0,0.0,0.0,0.2857142857142857
"('chrXV', 93843, 94290)",-,NM_001183374.1,20.0,29.0,0,0,0.42857142857142855,0.8571428571428571,0.42857142857142855
"('chrXII', 522669, 523028)",+,NM_001182072.1,20.0,33.0,0,0,0.5714285714285714,0.8571428571428571,0.14285714285714285
"('chrXI', 283095, 283421)",+,NM_001179647.1,20.0,45.0,0,0,0.0,0.42857142857142855,0.5714285714285714
"('chrIV', 117666, 118157)",+,NM_001180196.2,20.0,18.0,0,0,0.8571428571428571,0.0,0.42857142857142855
"('chrII', 592416, 592768)",-,NM_001178529.3,20.0,14.0,-1,-1,0.5714285714285714,0.5714285714285714,0.8571428571428571
"('chrII', 168424, 168808)",+,NM_001178267.1,-9.5,26.0,0,0,0.0,0.5714285714285714,0.2857142857142857
"('chrIV', 308427, 308792)",+,NM_001180141.1,20.0,50.0,0,0,0.0,0.2857142857142857,0.7142857142857143
"('chrXII', 242321, 242680)",+,NM_001181935.1,20.0,37.0,0,0,1.0,0.5714285714285714,0.5714285714285714
"('chrXII', 931349, 931698)",-,NM_001182294.3,20.0,17.0,0,0,0.7142857142857143,0.42857142857142855,0.8571428571428571
"('chrIX', 68715, 69149)",+,NM_001179496.1,20.0,19.0,0,-1,0.7142857142857143,0.7142857142857143,1.0
"('chrVIII', 382306, 382747)",-,NM_001179271.1,-9.6,13.0,0,0,0.5714285714285714,0.0,0.7142857142857143
"('chrII', 60193, 60697)",-,NM_001178327.1,20.0,52.0,0,0,0.7142857142857143,0.0,0.2857142857142857
"('chrIV', 579478, 580017)",+,NM_001180372.3,20.0,10.0,0,0,1.0,0.42857142857142855,0.8571428571428571
"('chrXVI', 377995, 378389)",-,NM_001183904.1,20.0,56.0,0,0,0.0,0.2857142857142857,0.5714285714285714
"('chrV', 306325, 306791)",+,NM_001178965.3,20.0,12.0,-1,-1,0.7142857142857143,0.8571428571428571,0.5714285714285714
"('chrXI', 618374, 618742)",-,NM_001179884.3,20.0,60.0,0,0,0.0,1.0,0.7142857142857143
"('chrII', 606280, 606668)",+,NM_001178539.1,20.0,32.0,0,0,0.0,0.0,0.8571428571428571
"('chrXIV', 443826, 444171)",-,NM_001182934.3,-10.3,9.0,-1,0,1.0,0.0,0.8571428571428571
"('chrXV', 92440, 92830)",-,NM_001183375.1,20.0,33.0,0,0,0.8571428571428571,0.0,0.42857142857142855
"('chrXVI', 406646, 407067)",+,NM_001183893.1,20.0,4.0,0,0,1.0,0.5714285714285714,0.8571428571428571
"('chrXV', 778859, 779386)",-,NM_001183653.3,20.0,33.0,0,0,0.0,0.2857142857142857,0.14285714285714285
"('chrIV', 217602, 218007)",+,NM_001180251.2,20.0,34.0,0,0,0.7142857142857143,0.2857142857142857,0.7142857142857143
"('chrXIV', 331325, 331837)",+,NM_001183000.1,20.0,44.0,0,0,0.0,0.8571428571428571,1.0
"('chrXI', 158615, 158966)",+,NM_001179722.1,20.0,13.0,0,-1,0.0,0.42857142857142855,0.7142857142857143
"('chrXII', 819330, 819777)",+,NM_001182233.1,20.0,25.0,0,0,0.8571428571428571,0.14285714285714285,0.0
"('chrXV', 900767, 901193)",-,NM_001183732.1,20.0,36.0,0,0,0.0,0.0,0.8571428571428571
"('chrXIII', 551951, 552495)",+,NM_001182645.1,20.0,30.0,0,0,0.0,0.2857142857142857,0.0
"('chrXII', 1028868, 1029252)",+,NM_001182336.1,20.0,10.0,-1,-1,0.7142857142857143,0.42857142857142855,0.14285714285714285
"('chrIV', 1401800, 1402184)",+,NM_001180779.1,20.0,14.0,0,0,0.7142857142857143,0.0,0.0
"('chrXIII', 550801, 551203)",-,NM_001182644.1,20.0,20.0,0,-1,0.5714285714285714,0.5714285714285714,0.14285714285714285
"('chrIX', 231957, 232366)",-,NM_001179419.1,20.0,48.0,0,0,0.8571428571428571,0.8571428571428571,0.42857142857142855
"('chrXIII', 753742, 754219)",-,NM_001182749.1,20.0,19.0,0,0,0.7142857142857143,0.7142857142857143,0.7142857142857143
"('chrIV', 1355236, 1355550)",-,NM_001180755.3,20.0,30.0,0,0,0.8571428571428571,0.0,0.0
"('chrVI', 221267, 221414)",-,NM_001180030.3,20.0,12.0,-1,-1,0.7142857142857143,0.14285714285714285,0.7142857142857143
"('chrXVI', 173665, 174072)",+,NM_001184012.1,20.0,39.0,0,0,0.42857142857142855,0.2857142857142857,0.7142857142857143
"('chrXIII', 651160, 651623)",+,NM_001182701.1,20.0,34.0,0,0,0.0,0.5714285714285714,0.5714285714285714
"('chrX', 73796, 74204)",+,NM_001181624.1,20.0,28.0,0,0,0.42857142857142855,0.8571428571428571,0.8571428571428571
"('chrVIII', 104405, 104803)",+,NM_001179081.1,20.0,28.0,0,0,0.0,0.42857142857142855,0.5714285714285714
"('chrXIII', 123742, 124157)",-,NM_001182432.1,20.0,16.0,0,0,0.5714285714285714,0.0,0.7142857142857143
"('chrXII', 856574, 857057)",+,NM_001182256.1,20.0,5.0,-1,0,0.42857142857142855,0.0,0.5714285714285714
"('chrXV', 678379, 678790)",-,NM_001183601.3,20.0,25.0,0,0,0.5714285714285714,0.0,0.7142857142857143
"('chrXVI', 911276, 911352)",+,NM_001184284.1,20.0,19.0,0,0,0.7142857142857143,0.5714285714285714,0.7142857142857143
"('chrX', 608306, 608581)",+,NM_001181752.3,20.0,46.0,0,0,0.0,0.14285714285714285,0.42857142857142855
"('chrXIII', 163308, 163716)",-,NM_001182414.1,20.0,72.0,0,0,0.0,0.0,0.7142857142857143
"('chrXIV', 64018, 64450)",-,NM_001183139.1,20.0,40.0,0,0,0.2857142857142857,0.42857142857142855,0.5714285714285714
"('chrIX', 155222, 155310)",+,NM_001179459.1,20.0,41.0,0,0,0.0,0.5714285714285714,0.7142857142857143
"('chrVIII', 107831, 107894)",+,NM_001181426.1,20.0,14.0,0,0,0.14285714285714285,0.14285714285714285,0.8571428571428571
"('chrXI', 625901, 625976)",+,NM_001184522.3,20.0,18.0,0,0,0.14285714285714285,0.0,0.42857142857142855
"('chrVI', 64599, 64920)",-,NM_001184310.1,-14.3,10.0,0,0,0.42857142857142855,0.7142857142857143,0.42857142857142855
"('chrVIII', 138240, 138408)",-,NM_001179146.1,20.0,55.0,0,0,0.0,0.8571428571428571,1.0
"('chrIV', 569633, 569723)",-,NM_001180367.1,20.0,32.0,0,0,0.0,0.42857142857142855,0.8571428571428571
"('chrXIV', 721770, 722302)",-,NM_001183230.1,20.0,28.0,0,0,0.5714285714285714,0.0,0.8571428571428571
"('chrXIII', 537448, 537564)",+,NM_001182634.1,20.0,19.0,0,0,0.14285714285714285,0.2857142857142857,0.5714285714285714
"('chrIV', 314044, 314336)",-,NM_001180138.1,20.0,20.0,0,0,0.0,0.0,0.42857142857142855
"('chrXV', 242441, 242504)",-,NM_001183301.1,20.0,25.0,0,0,0.5714285714285714,0.42857142857142855,0.5714285714285714
"('chrV', 548552, 548644)",+,NM_001179069.1,20.0,29.0,0,0,0.0,0.0,0.42857142857142855
